uuid,type,name,address,geometry,rating,pedestrian_entrance_uuid,vehicle_entrance_uuid
hospital_163,성형외과,강남헤라성형외과의원,"서울특별시 서초구 서초대로73길 9, 타임빌딩 501호 (서초동)",POINT (127.0252278 37.49830825),3.1,pedestrian_12061673699,localroad_4944067989
hospital_509,성형외과,갸름한성형외과의원,"서울특별시 서초구 강남대로 349, 우남빌딩 6층 (서초동)",POINT (127.0288438 37.49390699),3.3,pedestrian_571448678,localroad_571448678
hospital_1221,성형외과,고익수성형외과의원,"서울특별시 서초구 강남대로 375, 2층 212,213,215호 (서초동, 서초현대타워아파트)",POINT (127.027853 37.4963477),3,pedestrian_9711448979,localroad_571448492
hospital_36,성형외과,굿성형외과의원,"서울특별시 서초구 서초중앙로 188, 지하1층 A-127,128호 (서초동, 아크로비스타)",POINT (127.013538 37.49735041),2.9,pedestrian_3112159942,localroad_3112159942
hospital_40,성형외과,그레이스오앤영성형외과의원,"서울특별시 서초구 강남대로 623, 4,5층 (잠원동)",POINT (127.0187331 37.51740815),3.9,pedestrian_9891988044,localroad_600377854
hospital_48,성형외과,기린성형외과의원,"서울특별시 서초구 서초대로77길 54, 서초더블유타워 6~8층 (서초동)",POINT (127.0248169 37.50257983),3.5,pedestrian_1430655018,localroad_1430655018
hospital_76,성형외과,김영진성형외과의원,"서울특별시 서초구 서초중앙로24길 27, G5센트럴프라자 205호, 207호 (서초동)",POINT (127.0164023 37.495411),4.3,pedestrian_4833838769,localroad_3112174494
hospital_105,성형외과,나비성형외과의원,"서울특별시 서초구 강남대로 559, CK빌딩(씨케이빌딩) 9,10층 (잠원동)",POINT (127.0205392 37.51177378),4.5,pedestrian_2429722067,localroad_2429722067
hospital_123,성형외과,노트성형외과의원,"서울특별시 서초구 강남대로 563, 12층~15층 (잠원동)",POINT (127.0204315 37.51194616),3.9,pedestrian_9892111595,localroad_2429722067
hospital_131,성형외과,뉴데이성형외과의원,"서울특별시 서초구 강남대로 557, 성한빌딩 11층 (잠원동)",POINT (127.0206407 37.51154094),3,pedestrian_2477374753,localroad_2429722067
hospital_143,성형외과,니트성형외과의원,"서울특별시 서초구 서초대로77길 5, 12층 (서초동)",POINT (127.0263948 37.49835169),3.7,pedestrian_9632500766,localroad_8489896381
hospital_155,성형외과,다시피움성형외과의원,"서울특별시 서초구 서초대로73길 9, 타임빌딩 701(실제 601)호 (서초동)",POINT (127.0252278 37.49830825),4.5,pedestrian_12061673699,localroad_4944067989
hospital_160,성형외과,닥터미성형외과의원,"서울특별시 서초구 강남대로 415, 대동빌딩 13층 (서초동)",POINT (127.0263398 37.4995604),2.5,pedestrian_4946614556,localroad_2280678683
hospital_170,성형외과,닥터탁성형외과의원,"서울특별시 서초구 강남대로 423, 한승빌딩 901호 (서초동)",POINT (127.0258153 37.50030971),3.8,pedestrian_1430655022,localroad_2280678683
hospital_1241,성형외과,당김성형외과의원,"서울특별시 서초구 강남대로 613, 성락빌딩 3층 (잠원동)",POINT (127.0190547 37.51646321),3.2,pedestrian_9891988111,localroad_4867335002
hospital_192,성형외과,더업성형외과의원,"서울특별시 서초구 서초중앙로 130, 5층 (서초동)",POINT (127.014095 37.49326212),2.8,pedestrian_3154295726,localroad_3153687261
hospital_218,성형외과,드레스성형외과의원,"서울특별시 서초구 강남대로 449, 영신빌딩 4, 5, 6층 (서초동)",POINT (127.0250754 37.50241867),5,pedestrian_12061673707,localroad_1430655018
hospital_220,성형외과,디아이성형외과의원,"서울특별시 서초구 강남대로 441, 서산빌딩 12층 (서초동)",POINT (127.0252785 37.50173585),4,pedestrian_3827608168,localroad_1430655018
hospital_223,성형외과,디엔드성형외과의원,"서울특별시 서초구 강남대로 535, 프린스빌딩 4층 (반포동)",POINT (127.0215987 37.50960902),3.9,pedestrian_3827672541,localroad_3827672541
hospital_224,성형외과,디엘 성형외과의원,"서울특별시 서초구 강남대로 563, 페이토 4층 (잠원동)",POINT (127.0204315 37.51194616),4.7,pedestrian_9892111595,localroad_2429722067
hospital_226,성형외과,디테성형외과의원,"서울특별시 서초구 강남대로 483, 청호빌딩 7층 (반포동)",POINT (127.0236489 37.50532543),3.4,pedestrian_2477265747,localroad_2477265747
hospital_1250,성형외과,라라성형외과의원,"서울특별시 서초구 서초대로77길 24, 강남 지웰타워2 12층 (서초동)",POINT (127.0259916 37.50002099),3.4,pedestrian_11183748448,localroad_2280678683
hospital_231,성형외과,라이안성형외과의원,"서울특별시 서초구 강남대로 429, 6층 (서초동, 동일빌딩)",POINT (127.0257729 37.50079437),4.6,pedestrian_11183748448,localroad_2280678683
hospital_232,성형외과,라이크성형외과의원,"서울특별시 서초구 강남대로 435, 주류성빌딩 7층 (서초동)",POINT (127.025561 37.50117761),3.3,pedestrian_4867295786,localroad_1430655018
hospital_239,성형외과,레디성형외과의원,"서울특별시 서초구 강남대로 557, 성한빌딩 4층 (잠원동)",POINT (127.0206407 37.51154094),3.3,pedestrian_2477374753,localroad_2429722067
hospital_1253,성형외과,로그성형외과의원,"서울특별시 서초구 강남대로 439, 유화빌딩 4층 501(실제401)호 (서초동)",POINT (127.0253666 37.50154346),2.8,pedestrian_4867295786,localroad_1430655018
hospital_286,성형외과,루브르성형외과의원,"서울특별시 서초구 강남대로 439, 유화빌딩 5층 (서초동)",POINT (127.0253688 37.50154229),5,pedestrian_4867295786,localroad_1430655018
hospital_281,성형외과,룩앤미성형외과의원,"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 1202호 일부 (잠원동)",POINT (127.0191613 37.5157514),3.9,pedestrian_9891988064,localroad_7168332244
hospital_260,성형외과,리미티드성형외과의원,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 11층 (반포동)",POINT (127.02185 37.50908783),4.3,pedestrian_4182209842,localroad_3827672541
hospital_263,성형외과,리엔장성형외과의원,"서울특별시 서초구 강남대로 403, 14~18층 (서초동)",POINT (127.0268157 37.49845756),4.5,pedestrian_3104898429,localroad_3101791329
hospital_299,성형외과,리젠성형외과의원,"서울특별시 서초구 강남대로 463, 리젠메디컬타워 11층 (서초동)",POINT (127.0244466 37.50344901),4.9,pedestrian_11034183379,localroad_2281095539
hospital_268,성형외과,리참성형외과의원,"서울특별시 서초구 서초대로77길 5, 진명빌딩 7층 7층 (서초동)",POINT (127.0263948 37.49835169),3.6,pedestrian_9632500766,localroad_8489896381
hospital_275,성형외과,링클성형외과의원,"서울특별시 서초구 강남대로69길 8, 케이아이타워(K I타워) 4층 (서초동)",POINT (127.0246534 37.50184446),3.8,pedestrian_1430655014,localroad_1430655018
hospital_276,성형외과,링클성형외과의원,"서울특별시 서초구 강남대로69길 8, 케이아이타워(K I타워) 4층 (서초동)",POINT (127.0246534 37.50184446),4.9,pedestrian_1430655014,localroad_1430655018
hospital_1259,성형외과,링클성형외과의원,"서울특별시 서초구 강남대로69길 8, 케이아이타워(K I타워) 4층 (서초동)",POINT (127.0246534 37.50184446),3.5,pedestrian_1430655014,localroad_1430655018
hospital_278,성형외과,마노성형외과의원,"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 14층 (잠원동)",POINT (127.0191613 37.5157514),3.8,pedestrian_9891988064,localroad_7168332244
hospital_283,성형외과,마블성형외과의원,"서울특별시 서초구 강남대로 435, 주류성빌딩(3층) 3층 (서초동)",POINT (127.025561 37.50117761),3.8,pedestrian_4867295786,localroad_1430655018
hospital_297,성형외과,마인드성형외과의원,"서울특별시 서초구 강남대로 519, 도충빌딩 7층 (반포동)",POINT (127.0222059 37.50828803),3.6,pedestrian_2477340275,localroad_2477340275
hospital_305,성형외과,맘스외과성형외과의원,"서울특별시 서초구 강남대로 605, 4층 (잠원동, 휴먼타워)",POINT (127.0191613 37.5157514),2.6,pedestrian_9891988064,localroad_7168332244
hospital_315,성형외과,메이드미성형외과의원,"서울특별시 서초구 강남대로 435, 주류성빌딩 11(사용-12층)층 (서초동)",POINT (127.025561 37.50117761),3.8,pedestrian_4867295786,localroad_1430655018
hospital_325,성형외과,메이드영성형외과의원,"서울특별시 서초구 서초대로77길 3, 아라타워 지하1층 (서초동)",POINT (127.0265048 37.49806091),4.7,pedestrian_9632500766,localroad_8489896381
hospital_328,성형외과,멜로디성형외과의원,"서울특별시 서초구 강남대로 559, CK빌딩(씨케이빌딩) 7층 (잠원동)",POINT (127.0205403 37.51177504),3.3,pedestrian_2429722067,localroad_2429722067
hospital_1265,성형외과,모플러스성형외과의원,"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 8층 (잠원동)",POINT (127.0191613 37.5157514),4.2,pedestrian_9891988064,localroad_7168332244
hospital_349,성형외과,물방울성형외과의원,"서울특별시 서초구 강남대로 557, 성한빌딩 8, 12층 (잠원동)",POINT (127.0206407 37.51154094),4.1,pedestrian_2477374753,localroad_2429722067
hospital_350,성형외과,뮬리성형외과의원,"서울특별시 서초구 강남대로 519, 도충빌딩 2층 (반포동)",POINT (127.0222059 37.50828803),3.1,pedestrian_2477340275,localroad_2477340275
hospital_353,성형외과,미드라인성형외과의원,"서울특별시 서초구 서초대로73길 9, 타임빌딩 7층 (서초동)",POINT (127.0252278 37.49830825),3.7,pedestrian_12061673699,localroad_4944067989
hospital_376,성형외과,민트성형외과의원,"서울특별시 서초구 강남대로 415, 5층 502호 (서초동, 대동빌딩)",POINT (127.0263398 37.4995604),4.8,pedestrian_4946614556,localroad_2280678683
hospital_379,성형외과,바라본성형외과의원,"서울특별시 서초구 강남대로 559, CK빌딩(씨케이빌딩) 4층 (잠원동)",POINT (127.0205392 37.51177378),3.4,pedestrian_2429722067,localroad_2429722067
hospital_380,성형외과,바람부는날에도 성형외과의원,"서울특별시 서초구 신반포로47길 66, 지하1층~5층 (잠원동)",POINT (127.018468 37.51321032),4.6,pedestrian_2861578306,localroad_2861578306
hospital_382,성형외과,바로일성형외과의원,"서울특별시 서초구 강남대로 605, 지하1층 (잠원동, 세양21세기 휴먼TOWER)",POINT (127.0191613 37.5157514),2.7,pedestrian_9891988064,localroad_7168332244
hospital_388,성형외과,바이미성형외과의원,"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 12층 (잠원동)",POINT (127.0191613 37.5157514),3.3,pedestrian_9891988064,localroad_7168332244
hospital_391,성형외과,박동만(pdm)성형외과의원,"서울특별시 서초구 강남대로 601, 5층 (잠원동)",POINT (127.0193652 37.51528564),3.5,pedestrian_9891988049,localroad_4867334997
hospital_443,성형외과,백점성형외과의원,"서울특별시 서초구 강남대로 601, 4층 (잠원동)",POINT (127.0193652 37.51528564),3,pedestrian_9891988049,localroad_4867334997
hospital_1284,성형외과,베리굿성형외과의원,"서울특별시 서초구 서초대로77길 17, BLOCK77 8,9층 (서초동)",POINT (127.0257524 37.4995536),3.9,pedestrian_12061673705,localroad_4944067989
hospital_454,성형외과,별성형외과의원,서울특별시 서초구 강남대로 441 7~8층 (서초동),POINT (127.0252785 37.50173585),3.4,pedestrian_3827608168,localroad_1430655018
hospital_458,성형외과,본디성형외과의원,"서울특별시 서초구 강남대로 429, 8층 (서초동)",POINT (127.0257729 37.50079437),4,pedestrian_11183748448,localroad_2280678683
hospital_460,성형외과,본아이성형외과의원,"서울특별시 서초구 강남대로 595, 경승빌딩 2층 (잠원동)",POINT (127.0195399 37.51485638),3.9,pedestrian_9892111606,localroad_4867334996
hospital_1290,성형외과,본연성형외과의원,"서울특별시 서초구 서초대로77길 17, BLOCK77 7층 701호 (서초동)",POINT (127.0257524 37.4995536),4.2,pedestrian_12061673705,localroad_4944067989
hospital_1291,성형외과,볼륨성형외과의원,"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 9층 (잠원동)",POINT (127.0191614 37.5157505),4.1,pedestrian_9891988064,localroad_7168332244
hospital_1294,성형외과,뷰라밸성형외과의원,"서울특별시 서초구 강남대로 437, 대원빌딩 3층 2호 (서초동)",POINT (127.0255112 37.50136341),3.8,pedestrian_4867295786,localroad_1430655018
hospital_469,성형외과,브라운성형외과의원,"서울특별시 서초구 강남대로 475, 6~12층 (반포동)",POINT (127.0238969 37.50474973),3.4,pedestrian_8376423658,localroad_4182209840
hospital_472,성형외과,브이엔성형외과의원,"서울특별시 서초구 강남대로 441, 서산빌딩 5층 (서초동)",POINT (127.0252785 37.50173585),3.9,pedestrian_3827608168,localroad_1430655018
hospital_479,성형외과,비씨아이성형외과의원,"서울특별시 서초구 강남대로 617, 3층 (잠원동, 대양빌딩)",POINT (127.0188916 37.51683373),4.5,pedestrian_600377854,localroad_600377854
hospital_489,성형외과,비트윈성형외과의원,"서울특별시 서초구 강남대로 463, 리젠메디컬타워 11층 (서초동)",POINT (127.0244468 37.50344757),2.6,pedestrian_11034183379,localroad_2281095539
hospital_1302,성형외과,비트윈성형외과의원,"서울특별시 서초구 강남대로 463, 리젠메디컬타워 11층 (서초동)",POINT (127.0244468 37.50344757),3,pedestrian_11034183379,localroad_2281095539
hospital_490,성형외과,비티성형외과의원,"서울특별시 서초구 서초대로77길 17, BLOCK77 702호 (서초동)",POINT (127.0257524 37.4995536),4.7,pedestrian_12061673705,localroad_4944067989
hospital_1306,성형외과,쁠리성형외과의원,"서울특별시 서초구 강남대로 563, 5층 (잠원동)",POINT (127.0204315 37.51194616),4.9,pedestrian_9892111595,localroad_2429722067
hospital_510,성형외과,새로성형외과의원,"서울특별시 서초구 사평대로 371, 8층 (반포동)",POINT (127.0235903 37.5045713),4.3,pedestrian_4182209840,localroad_4182209840
hospital_517,성형외과,샘스킨성형외과의원,"서울특별시 서초구 사평대로26길 47, 주혁빌딩 3층 (반포동)",POINT (126.9992137 37.49804694),4.6,pedestrian_3796948936,localroad_3796948936
hospital_1315,성형외과,서래성형외과의원,서울특별시 서초구 반포대로 291 4층 415호 (반포동),POINT (126.9978713 37.49877927),4,pedestrian_3817646123,localroad_3817646123
hospital_522,성형외과,서울아이성형외과의원,"서울특별시 서초구 강남대로 439, 유화빌딩 11층 1202호 (서초동)",POINT (127.0253666 37.50154346),2.6,pedestrian_4867295786,localroad_1430655018
