uuid,uuid_specialpurposearea,uuid_districtboundarydong
"4232",specialpurposearea_4232,districtboundarydong_11650104
"4233",specialpurposearea_4233,districtboundarydong_11650111
"4234",specialpurposearea_4234,districtboundarydong_11650109
"4235",specialpurposearea_4235,districtboundarydong_11650111
"4236",specialpurposearea_4236,districtboundarydong_11650109
"4237",specialpurposearea_4237,districtboundarydong_11650109
"4238",specialpurposearea_4238,districtboundarydong_11650109
"4239",specialpurposearea_4239,districtboundarydong_11650104
"4240",specialpurposearea_4240,districtboundarydong_11650111
"4241",specialpurposearea_4241,districtboundarydong_11650109
"4242",specialpurposearea_4242,districtboundarydong_11650109
"4243",specialpurposearea_4243,districtboundarydong_11650104
"4244",specialpurposearea_4244,districtboundarydong_11650111
"4245",specialpurposearea_4245,districtboundarydong_11650104
"4246",specialpurposearea_4246,districtboundarydong_11650111
"4247",specialpurposearea_4247,districtboundarydong_11650104
"4248",specialpurposearea_4248,districtboundarydong_11650109
"4249",specialpurposearea_4249,districtboundarydong_11650104
"4250",specialpurposearea_4250,districtboundarydong_11650111
"4251",specialpurposearea_4251,districtboundarydong_11650109
"4252",specialpurposearea_4252,districtboundarydong_11650109
"4253",specialpurposearea_4253,districtboundarydong_11650103
"4254",specialpurposearea_4254,districtboundarydong_11650109
"4255",specialpurposearea_4255,districtboundarydong_11650104
"4256",specialpurposearea_4256,districtboundarydong_11650111
"4257",specialpurposearea_4257,districtboundarydong_11650111
"4258",specialpurposearea_4258,districtboundarydong_11650111
"4259",specialpurposearea_4259,districtboundarydong_11650104
"4260",specialpurposearea_4260,districtboundarydong_11650109
"4261",specialpurposearea_4261,districtboundarydong_11650111
"4262",specialpurposearea_4262,districtboundarydong_11650109
"4263",specialpurposearea_4263,districtboundarydong_11650109
"4264",specialpurposearea_4264,districtboundarydong_11650109
"4265",specialpurposearea_4265,districtboundarydong_11650111
"4266",specialpurposearea_4266,districtboundarydong_11650109
"4267",specialpurposearea_4267,districtboundarydong_11650104
"4268",specialpurposearea_4268,districtboundarydong_11650111
"4269",specialpurposearea_4269,districtboundarydong_11650104
"4270",specialpurposearea_4270,districtboundarydong_11650109
"4271",specialpurposearea_4271,districtboundarydong_11650104
"4272",specialpurposearea_4272,districtboundarydong_11650109
"4273",specialpurposearea_4273,districtboundarydong_11650111
"4274",specialpurposearea_4274,districtboundarydong_11650109
"4275",specialpurposearea_4275,districtboundarydong_11650104
"4276",specialpurposearea_4276,districtboundarydong_11650111
"4277",specialpurposearea_4277,districtboundarydong_11650111
"4278",specialpurposearea_4278,districtboundarydong_11650111
"4279",specialpurposearea_4279,districtboundarydong_11650109
"4280",specialpurposearea_4280,districtboundarydong_11650104
"4281",specialpurposearea_4281,districtboundarydong_11650111
"4282",specialpurposearea_4282,districtboundarydong_11650111
"4283",specialpurposearea_4283,districtboundarydong_11650111
"4284",specialpurposearea_4284,districtboundarydong_11650104
"4285",specialpurposearea_4285,districtboundarydong_11650104
"4286",specialpurposearea_4286,districtboundarydong_11650104
"4287",specialpurposearea_4287,districtboundarydong_11650111
"4288",specialpurposearea_4288,districtboundarydong_11650111
"4289",specialpurposearea_4289,districtboundarydong_11650109
"4290",specialpurposearea_4290,districtboundarydong_11650109
"4291",specialpurposearea_4291,districtboundarydong_11650109
"4292",specialpurposearea_4292,districtboundarydong_11650104
"4293",specialpurposearea_4293,districtboundarydong_11650111
"4294",specialpurposearea_4294,districtboundarydong_11650111
"4295",specialpurposearea_4295,districtboundarydong_11650104
"4296",specialpurposearea_4296,districtboundarydong_11650111
"4297",specialpurposearea_4297,districtboundarydong_11650111
"4298",specialpurposearea_4298,districtboundarydong_11650109
"4299",specialpurposearea_4299,districtboundarydong_11650103
"4300",specialpurposearea_4300,districtboundarydong_11650104
"4301",specialpurposearea_4301,districtboundarydong_11650111
"4302",specialpurposearea_4302,districtboundarydong_11650104
"4303",specialpurposearea_4303,districtboundarydong_11650104
"4304",specialpurposearea_4304,districtboundarydong_11650111
"4305",specialpurposearea_4305,districtboundarydong_11650111
"4306",specialpurposearea_4306,districtboundarydong_11650111
"4307",specialpurposearea_4307,districtboundarydong_11650111
"4308",specialpurposearea_4308,districtboundarydong_11650104
"4309",specialpurposearea_4309,districtboundarydong_11650111
"4310",specialpurposearea_4310,districtboundarydong_11650109
"4311",specialpurposearea_4311,districtboundarydong_11650104
"4312",specialpurposearea_4312,districtboundarydong_11650111
"4313",specialpurposearea_4313,districtboundarydong_11650109
"4314",specialpurposearea_4314,districtboundarydong_11650104
"4315",specialpurposearea_4315,districtboundarydong_11650104
"4316",specialpurposearea_4316,districtboundarydong_11650111
"4317",specialpurposearea_4317,districtboundarydong_11650111
"4318",specialpurposearea_4318,districtboundarydong_11650109
"4319",specialpurposearea_4319,districtboundarydong_11650104
"4320",specialpurposearea_4320,districtboundarydong_11650109
"4321",specialpurposearea_4321,districtboundarydong_11650109
"4322",specialpurposearea_4322,districtboundarydong_11650111
"4323",specialpurposearea_4323,districtboundarydong_11650109
"4324",specialpurposearea_4324,districtboundarydong_11650104
"4325",specialpurposearea_4325,districtboundarydong_11650111
"4326",specialpurposearea_4326,districtboundarydong_11650109
"4327",specialpurposearea_4327,districtboundarydong_11650111
"4328",specialpurposearea_4328,districtboundarydong_11650109
"4329",specialpurposearea_4329,districtboundarydong_11650104
"4330",specialpurposearea_4330,districtboundarydong_11650104
"4331",specialpurposearea_4331,districtboundarydong_11650111
"4332",specialpurposearea_4332,districtboundarydong_11650109
"4333",specialpurposearea_4333,districtboundarydong_11650109
"4334",specialpurposearea_4334,districtboundarydong_11650111
"4335",specialpurposearea_4335,districtboundarydong_11650111
"4336",specialpurposearea_4336,districtboundarydong_11650111
"4337",specialpurposearea_4337,districtboundarydong_11650109
"4338",specialpurposearea_4338,districtboundarydong_11650104
"4339",specialpurposearea_4339,districtboundarydong_11650111
"4340",specialpurposearea_4340,districtboundarydong_11650111
"4341",specialpurposearea_4341,districtboundarydong_11650104
"4342",specialpurposearea_4342,districtboundarydong_11650111
"4343",specialpurposearea_4343,districtboundarydong_11650109
"4344",specialpurposearea_4344,districtboundarydong_11650109
"4345",specialpurposearea_4345,districtboundarydong_11650104
"4346",specialpurposearea_4346,districtboundarydong_11650111
"4347",specialpurposearea_4347,districtboundarydong_11650111
"4348",specialpurposearea_4348,districtboundarydong_11650109
"4349",specialpurposearea_4349,districtboundarydong_11650109
"4350",specialpurposearea_4350,districtboundarydong_11650104
"4351",specialpurposearea_4351,districtboundarydong_11650104
"4352",specialpurposearea_4352,districtboundarydong_11650109
"4353",specialpurposearea_4353,districtboundarydong_11650109
"4354",specialpurposearea_4354,districtboundarydong_11650104
"4355",specialpurposearea_4355,districtboundarydong_11650104
"4356",specialpurposearea_4356,districtboundarydong_11650111
"4357",specialpurposearea_4357,districtboundarydong_11650109
"4358",specialpurposearea_4358,districtboundarydong_11650109
"4359",specialpurposearea_4359,districtboundarydong_11650104
"4360",specialpurposearea_4360,districtboundarydong_11650111
"4361",specialpurposearea_4361,districtboundarydong_11650111
"4362",specialpurposearea_4362,districtboundarydong_11650104
"4363",specialpurposearea_4363,districtboundarydong_11650111
"4364",specialpurposearea_4364,districtboundarydong_11650104
"4365",specialpurposearea_4365,districtboundarydong_11650104
"4366",specialpurposearea_4366,districtboundarydong_11650104
"4367",specialpurposearea_4367,districtboundarydong_11650104
"4368",specialpurposearea_4368,districtboundarydong_11650111
"4369",specialpurposearea_4369,districtboundarydong_11650111
"4370",specialpurposearea_4370,districtboundarydong_11650104
"4371",specialpurposearea_4371,districtboundarydong_11650104
"4372",specialpurposearea_4372,districtboundarydong_11650111
"4373",specialpurposearea_4373,districtboundarydong_11650104
"4374",specialpurposearea_4374,districtboundarydong_11650104
"4375",specialpurposearea_4375,districtboundarydong_11650104
"4376",specialpurposearea_4376,districtboundarydong_11650111
"4377",specialpurposearea_4377,districtboundarydong_11650111
"4378",specialpurposearea_4378,districtboundarydong_11650109
"4379",specialpurposearea_4379,districtboundarydong_11650104
"4380",specialpurposearea_4380,districtboundarydong_11650109
"4381",specialpurposearea_4381,districtboundarydong_11650104
"4382",specialpurposearea_4382,districtboundarydong_11650111
"4383",specialpurposearea_4383,districtboundarydong_11650109
"4384",specialpurposearea_4384,districtboundarydong_11650104
"4385",specialpurposearea_4385,districtboundarydong_11650104
"4386",specialpurposearea_4386,districtboundarydong_11650104
"4387",specialpurposearea_4387,districtboundarydong_11650111
"4388",specialpurposearea_4388,districtboundarydong_11650104
"4389",specialpurposearea_4389,districtboundarydong_11650104
"4390",specialpurposearea_4390,districtboundarydong_11650111
"4391",specialpurposearea_4391,districtboundarydong_11650104
"4392",specialpurposearea_4392,districtboundarydong_11650104
"4393",specialpurposearea_4393,districtboundarydong_11650109
"4394",specialpurposearea_4394,districtboundarydong_11650109
"4395",specialpurposearea_4395,districtboundarydong_11650109
"4396",specialpurposearea_4396,districtboundarydong_11650104
"4397",specialpurposearea_4397,districtboundarydong_11650104
"4398",specialpurposearea_4398,districtboundarydong_11650111
"4399",specialpurposearea_4399,districtboundarydong_11650111
"4400",specialpurposearea_4400,districtboundarydong_11650104
"4401",specialpurposearea_4401,districtboundarydong_11650104
"4402",specialpurposearea_4402,districtboundarydong_11650104
"4403",specialpurposearea_4403,districtboundarydong_11650111
"4404",specialpurposearea_4404,districtboundarydong_11650104
"4405",specialpurposearea_4405,districtboundarydong_11650111
"4406",specialpurposearea_4406,districtboundarydong_11650104
"4407",specialpurposearea_4407,districtboundarydong_11650111
"4408",specialpurposearea_4408,districtboundarydong_11650104
"4409",specialpurposearea_4409,districtboundarydong_11650111
"4410",specialpurposearea_4410,districtboundarydong_11650104
"4411",specialpurposearea_4411,districtboundarydong_11650111
"4412",specialpurposearea_4412,districtboundarydong_11650104
"4413",specialpurposearea_4413,districtboundarydong_11650109
"4414",specialpurposearea_4414,districtboundarydong_11650104
"4415",specialpurposearea_4415,districtboundarydong_11650104
"4416",specialpurposearea_4416,districtboundarydong_11650104
"4417",specialpurposearea_4417,districtboundarydong_11650104
"4418",specialpurposearea_4418,districtboundarydong_11650104
"4419",specialpurposearea_4419,districtboundarydong_11650104
"4420",specialpurposearea_4420,districtboundarydong_11650104
"4421",specialpurposearea_4421,districtboundarydong_11650104
"4422",specialpurposearea_4422,districtboundarydong_11650104
"4423",specialpurposearea_4423,districtboundarydong_11650104
"4424",specialpurposearea_4424,districtboundarydong_11650109
"4425",specialpurposearea_4425,districtboundarydong_11650104
"4426",specialpurposearea_4426,districtboundarydong_11650104
"4427",specialpurposearea_4427,districtboundarydong_11650104
"4428",specialpurposearea_4428,districtboundarydong_11650104
"4429",specialpurposearea_4429,districtboundarydong_11650104
"4430",specialpurposearea_4430,districtboundarydong_11650104
"4431",specialpurposearea_4431,districtboundarydong_11650111
"4432",specialpurposearea_4432,districtboundarydong_11650111
"4433",specialpurposearea_4433,districtboundarydong_11650104
"4434",specialpurposearea_4434,districtboundarydong_11650109
"4435",specialpurposearea_4435,districtboundarydong_11650104
"4436",specialpurposearea_4436,districtboundarydong_11650111
"4437",specialpurposearea_4437,districtboundarydong_11650111
"4438",specialpurposearea_4438,districtboundarydong_11650109
"4439",specialpurposearea_4439,districtboundarydong_11650104
"4440",specialpurposearea_4440,districtboundarydong_11650104
